Blabla,Something
146676,8012
72790,4876
221532,5334
630437,6343
44189,8907
134276,6055
316186,5463
629600,4465
28012,5411
348057,6267
48930,5241
206078,5247
48861,4864
37214,6321
629550,7045
118715,3298
290759,5042
524430,2525
155380,14934
474706,3949
112790,6325
301943,8624
543404,9735
463735,4463
208732,5183
649522,4816
412578,0
424497,2747
357669,4150
597980,9182
172120,6590
58793,7422
115118,2249
99203,7801
519111,13768
23548,4573
560400,12909
636876,2170
131440,11043
207578,4010
258378,5119
36428,5970
636036,8854
498037,6775
627672,7199
618719,10581
661193,11660
287550,0
479822,0
641266,4671
582640,8035
92370,0
327792,0
267123,6803
489317,0
40566,5263
76463,10444
43107,10053
280031,8263
638386,4011
125371,8175
221084,5370
59244,9504
204320,0
41660,0
709997,6593
280651,8958
557455,0
26121,8579
188187,0
273106,0
523282,4926
471471,4438
4303,0
384946,17612
274914,11807
420505,9600
3738,8719
605482,6063
169153,4698
559433,2339
611156,3686
402768,6389
461057,0
404815,8532
534785,0
360207,4809
676579,6408
13201,4118
409428,0
171540,6921
380078,6370
584514,9366
452310,16771
423235,0
490538,7381
455525,7905
57602,5594
623624,5557
529033,5077
97573,8822
349670,0
366107,0
599334,6109
503092,3597
66309,0
688109,0
237855,0
415997,4559
194996,5532
15545,5674
259652,6769
346948,3647
247145,5738
595783,5123
670579,7361
231377,4565
50159,4072
584817,10223
224515,0
408232,0
435579,0
185575,11384
546734,3614
215066,6673
636525,27287
426314,3392
337100,6279
387267,3044
170706,0
310200,1998
354861,0
22958,9265
323376,14823
506081,3251
644048,5770
526102,3947
693856,0
344559,6230
148662,5196
112887,0
674900,0
544676,15359
553569,7119
328267,11940
154911,3751
209372,3335
70203,6554
323748,10335
38264,7509
75131,5039
548241,7100
383681,5590
354518,0
42533,7552
549662,7311
226127,4815
174974,8214
299522,0
597199,4250
670327,5676
46437,8360
358253,3420
647821,9477
90441,7319
194081,7824
459800,8671
198394,1957
98189,10686
484526,5978
165861,14180
504996,5020
550518,5931
300718,6519
207760,5327
491863,8271
410560,11616
684400,9240
595488,11347
241481,6348
501565,9944
534986,9329
306420,7349
222363,6230
598207,5902
226935,4430
420622,2106
184034,2078
4851,4250
693928,3211
594839,8607
475017,7133
462453,6008
209923,14506
685350,7463
304146,7527
653033,0
103980,6182
54428,5630
306124,4385
157738,6304
348340,4156
653548,3311
570942,3701
457981,8269
557991,4138
504384,7347
592371,5315
483721,12911
430448,7079
181437,0
429539,8209
179088,10040
677469,5177
568877,9598
710661,0
542272,0
73913,17120
367259,8580
272786,2983
596388,0
695279,8408
388368,3933
357413,12300
690328,0
50300,0
655934,6093
254277,5224
551493,5101
83777,0
470144,0
217411,8179
147454,6559
301170,6769
402845,4599
359453,4582
421549,5179
483907,3862
226349,11821
220474,11743
303485,0
223516,6464
628002,4118
530103,3869
571550,7054
87625,3876
277079,7967
245573,5321
594558,5204
564867,8950
145731,5276
667154,5345
271642,0
174607,3824
379031,0
447810,0
3996,3659
513088,7852
67356,0
669978,0
67256,12321
261186,3420
262549,3928
41224,6208
63062,4144
211056,15133
651863,5206
472989,4247
378051,4388
711524,4340
699529,9660
509227,2822
596234,9905
273188,5106
412530,14148
167366,9879
110889,7161
27687,6236
345110,3857
651719,7637
73266,2720
561080,0
550613,5854
476582,4450
341672,5346
117291,9275
234056,6827
378612,4606
682632,5467
540136,7779
386432,6240
163334,5023
276035,7744
234590,5695
360047,6610
514961,10847
332107,0
563928,6142
152404,4834
386764,8165
557608,11234
188640,7723
325809,3029
299160,0
14190,5900
545161,0
338383,4010
11660,0
628978,0
404220,7734
336703,5557
197168,8432
143813,3256
449622,7654
174634,5796
295365,6163
510393,9410
270414,4995
25003,8387
254477,0
573207,2073
236530,8556
697236,5841
570237,3290
710063,0
475028,14256
259454,10815
76871,3085
330237,0
556475,10176
12438,0
114968,4011
21456,8381
575521,7016
189036,0
277793,9168
586697,4151
220953,4616
48210,10006
392207,3655
316344,4414
521902,7026
163890,10146
528534,2150
572701,0
554331,9322
535254,6190
80636,6187
699524,7385
177655,9649
127106,12779
527983,8176
487650,0
250194,9839
133137,1122
153114,4727
652367,9391
183443,6712
585322,11588
531786,8608
290166,3903
334363,0
647750,0
161547,5033
224961,7132
619523,0
670568,5002
81169,6798
89115,0
281300,0
554721,1608
458434,9807
334404,8471
63738,0
101266,6861
409043,4064
391214,3389
103279,6797
60407,0
690584,5189
704798,12310
149369,10124
223204,11907
543375,3554
212603,11355
407033,5741
104101,4926
498091,3616
148645,4630
221860,0
298300,4669
571587,10151
482252,6141
132705,4680
71399,4982
302251,15491
162318,6050
488889,4786
120176,8032
69177,4284
94018,0
676971,4782
512188,4963
221399,7384
456330,3868
496186,13465
700013,3675
366662,4318
563078,5608
227979,0
369157,4336
74956,0
177399,7933
710635,5369
432451,7477
688608,11147
593192,11450
95153,12062
685347,7544
73071,6757
531932,4872
584247,6731
147741,0
317912,10364
305588,5234
688153,1739
243939,5154
706135,3537
639121,5350
67814,7830
698349,2385
468245,0
569581,8643
200207,0
573935,6770
47092,6887
368177,0
233733,0
641685,10302
479593,5618
405644,6970
125354,12015
250966,0
210392,4899
38841,5624
358546,8465
243469,8092
649634,0
157112,4285
350092,6435
291291,9723
416054,0
241603,0
516458,12101
361609,8297
440475,6898
348141,5722
72296,5320
679011,5470
139268,16060
109318,6697
509860,6966
47488,5515
678955,10543
77147,4303
226922,0
88890,3240
230132,11386
127545,12987
200306,2484
253526,6260
303535,0
353350,5352
220226,0
252713,8841
293469,0
504722,0
359039,2100
158955,4014
497122,6656
123817,5521
285262,6213
543148,15722
568896,0
702474,8046
66370,0
216772,0
694601,8772
32129,11176
510898,6098
522528,8520
171770,6003
351848,6120
437208,4386
345038,5100
618307,2085
599926,3967
628648,0
159346,4487
410917,7555
514514,0
241706,7228
466,0
333151,0
710168,10511
506707,5497
663382,7098
44782,7456
431010,7540
4774,8769
561924,4953
490787,11925
170766,5451
500463,20030
651768,3532
689605,4970
666020,0
606872,6543
580782,8991
150490,0
664030,0
168783,7704
37879,6698
21134,4734
355035,3893
308344,4147
428906,7696
486882,8816
184055,12435
152104,0
549055,5119
607237,7391
700549,4221
350339,0
129228,0
154648,5743
457638,9367
625315,3598
87238,7779
107428,0
81034,6721
625410,7956
408102,7506
170833,10016
411131,5588
525009,6320
361735,0
454240,7495
18464,5677
108538,5543
120939,6046
486888,3847
266606,7694
114554,2730
10353,8831
642162,4147
316085,5686
42609,3439
608095,0
256445,4405
528015,6210
663769,4532
646251,3013
78957,7516
581398,7652
646442,4624
188532,7950
467788,8077
366270,5815
18606,6073
520484,0
203885,0
526270,7971
573061,0
191711,7197
352647,9141
428256,4372
1432,4493
235735,15109
182543,0
121445,0
484111,5111
337663,4894
374580,6528
465258,21031
558041,0
94652,7067
403779,0
165681,10257
684705,4131
606967,5228
392477,8250
445509,7112
599937,7009
692732,3568
350584,5845
436698,5931
673300,7077
560237,8060
81570,9347
315399,0
197625,13603
87759,9146
401946,7016
141991,6411
706036,0
84627,5225
436908,0
329968,0
347588,0
504311,0
17072,0
117159,0
548456,6376
582351,6213
167751,6202
623228,0
189451,6475
471946,7009
437044,5261
166505,0
208146,4373
35159,4915
179117,0
686498,6872
193276,5327
354506,16493
51512,0
310296,6351
557885,4212
260976,5395
458639,6313
521518,4397
182608,4361
691550,5340
291342,5076
481520,0
533403,4022
561482,10461
617654,0
627292,8956
492643,6700
56641,8584
651892,7409
266926,0
570347,4422
345350,4881
527799,10915
392256,6699
442177,6666
244556,1110
121910,6623
501521,8266
561822,0
352024,9195
404391,4791
564417,10385
344152,10076
187608,8178
193094,11202
53492,10641
482966,3414
229918,6931
516800,5636
336218,5592
12060,3725
384285,5357
405514,9306
606709,7259
32467,7481
437818,1496
362014,0
202808,6177
710423,0
221253,10205
199583,8740
622737,0
366692,7905
173805,17833
417289,11191
552740,0
572923,5659
513691,0
318964,2239
532751,14670
699911,4657
2852,5711
535601,5726
281116,6815
394660,5069
694351,3624
581117,4952
508101,5519
390127,5763
470959,9590
174568,4701
108117,3827
318147,6165
340854,5319
627912,5596
250652,6081
416003,8223
287959,7171
529561,5010
439839,5249
178601,3713
168690,5036
368366,8532
360134,6500
104992,7603
452868,4854
137835,0
219522,5312
706772,4049
18312,4348
393538,7077
80123,6528
299753,4836
398650,11373
598253,7872
162090,6442
596610,5106
275001,11920
388362,5599
358519,7873
351449,8810
347497,4600
320334,10168
198610,8878
340638,9352
556532,2817
104547,3617
324630,9656
693966,9686
42101,6318
268257,6785
590652,9711
469173,8000
519867,4111
215730,0
356170,4457
143672,13147
357258,0
190929,9428
198755,0
23063,8859
338773,4764
299887,0
218865,8561
208185,5834
40673,0
227051,5828
648239,9393
478227,16770
85670,5388
258525,9744
102989,5321
13133,0
634821,4417
608484,8023
216623,7297
347407,7785
345270,5257
37444,8796
127911,7441
668107,4471
55977,10100
29626,0
150559,7316
94086,3938
217544,3059
694254,5189
480140,0
306377,5060
186216,5252
15066,3975
26818,6690
638206,8974
693715,5778
524078,4504
366575,6880
367832,1656
28952,6262
443005,5235
247595,3456
39708,3660
119885,7525
29108,10251
446182,4028
360268,20408
646484,2777
192340,0
685207,6494
79657,5304
348443,0
590236,0
253786,6407
20115,0
598558,9020
390426,12736
447430,8088
102536,2981
300281,7675
407258,0
581346,4155
130679,0
306562,0
597960,1713
26041,0
383268,11257
461571,13141
160066,29126
494176,6148
76837,6801
181083,7114
239289,5668
521096,0
2550,6702
532531,4511
516158,11620
238022,6034
430953,7347
21520,5514
350687,7764
369432,4706
689391,7955
458302,5050
113876,5572
398665,11649
670007,2776
346390,16231
301373,7255
366479,16165
83126,13283
13197,9426
44087,7713
66301,6011
118544,3886
456221,7245
301229,3666
230409,0
523188,12905
699537,7083
26813,0
83932,7863
407274,5748
581645,8357
546236,6829
67800,6994
447505,1846
262694,0
372327,14865
649816,2773
238212,5351
362713,7589
10667,6621
313195,8163
561566,7676
464805,8693
261673,0
695441,6414
667256,0
332181,0
606704,4997
495978,0
15554,11920
141046,4230
116620,5517
614397,5051
302472,0
256224,10177
327374,4781
336244,3770
303908,3513
497990,0
652342,6248
139987,0
193027,10171
410190,4553
562684,8501
83273,6602
443285,5064
697749,6616
638538,0
37030,2813
512154,7212
127807,4521
379147,3464
588636,6068
308173,0
223490,7482
481347,0
237028,6968
604206,3620
294471,0
368227,9990
683860,4620
636604,3179
75943,6072
581670,12440
631686,7151
97153,4014
219308,0
36702,4982
221272,9818
379160,11603
215422,3566
67727,8038
372719,6236
108168,4861
460645,6572
76955,12128
132750,6529
227894,8769
514805,12031
4371,6006
558581,3589
571266,5006
588758,5084
314758,4506
646483,5562
229505,8187
537441,3715
450324,6963
293366,4903
147452,6079
210155,5915
384963,3890
523124,0
472494,3924
17681,12902
12637,0
235968,3364
652552,0
488008,0
457259,9176
683628,4750
489370,0
279143,6797
637454,0
421259,6964
433654,5694
251689,6775
317462,5388
441836,0
541113,4832
511845,7801
606869,8734
52430,5571
110379,3067
75085,4326
214984,5075
673158,6082
660633,4131
498447,7231
369093,4442
224797,12454
26327,5403
216522,12078
661960,5041
327202,7123
679399,4489
65787,0
527121,10178
372505,6055
246159,8314
152900,0
74072,7410
346043,3004
646077,10329
574202,3647
331116,0
444322,16499
640512,5914
197087,0
594355,7148
487035,5737
648777,4067
289738,5433
297262,16803
440623,13567
574636,8268
422172,8105
615508,0
376010,7233
459527,2321
508515,3438
87593,11416
352505,0
387766,7719
173549,7783
163376,6405
653955,3700
514863,0
520257,13044
296280,5361
362996,5239
544323,6898
434997,12703
91571,7958
63567,6503
633557,0
534328,5816
264874,0
623730,5951
621876,0
637442,6994
15402,5740
60167,3312
270564,5514
658852,6076
535702,7583
361408,7840
28530,6009
121827,9300
316157,6370
357623,6361
289541,8086
506745,9692
636351,10913
83270,3812
252999,8053
217041,4949
595445,7690
536452,6234
708772,0
610812,13380
599692,6076
32997,4847
689572,3986
642407,0
230938,6918
276165,4215
632965,17576
276391,5964
475262,6081
577138,4080
24882,10385
17128,0
665605,4944
686006,6428
11050,7120
618886,0
214903,2520
274599,7185
216749,7739
44140,0
317025,5667
584089,0
23771,6329
69100,5743
561631,11788
22622,5436
542885,8558
75280,4113
317514,4024
438573,7499
244014,7524
438265,9501
572219,7160
121609,0
665338,7192
401201,6846
554038,6989
456189,0
353903,5066
533164,6425
372887,5397
474731,4635
261239,0
357370,6456
528770,9686
373221,8049
246506,3412
434514,0
550566,0
263377,3773
677831,0
481640,4142
621145,18517
492140,7616
699468,6535
398592,7812
526627,0
59078,19401
262857,4116
1776,5114
126266,4305
404184,7051
245938,4662
536018,5757
456685,0
426360,10018
495795,0
311280,5579
61403,6382
57,5484
662648,14323
592540,11359
160795,5857
679654,5847
458578,2574
67014,0
479996,0
617036,3187
405509,5503
416674,0
330357,0
310817,5376
184611,12574
436450,3580
436490,0
28379,4705
287711,3256
522264,0
380817,7111
455518,2072
2156,7543
148253,4975
5262,3845
379287,4438
618318,11658
402604,5734
57126,0
187749,0
493457,5537
339160,8035
142071,8804
682100,7305
320788,7394
687333,6265
72943,7834
345953,3955
361707,6243
216288,7225
195762,7348
152920,8502
575510,6140
277317,0
70534,10076
229434,15082
408858,3828
525532,6826
232300,9351
620504,5966
556771,15371
520910,7300
165298,7254
521602,6810
35519,10250
13110,6201
239117,3727
72079,4830
453704,3482
127377,6578
660563,0
80978,8621
684106,6500
114617,0
557281,2919
616323,7406
506032,6193
643144,10403
215086,3211
216960,4738
509610,9636
624252,3572
101420,1096
233219,8733
270761,7724
576888,7722
311799,10465
523413,5889
448555,5249
190954,8710
696137,7027
219682,12402
632436,2035
647092,8185
438606,0
563737,0
209739,6188
288758,4567
384815,5942
117807,5206
95294,5230
564343,7944
480551,9012
303199,7326
244951,0
150217,9403
44034,0
82782,7322
608395,9254
350399,0
469932,5457
517191,6600
268683,0
146856,4809
188447,0
122153,0
283721,21442
439191,4914
3351,5864
390107,10848
663578,13240
293558,8335
482977,0
429351,0
311384,0
514163,4791
525099,6114
377182,0
345535,0
131685,6997
204640,6636
493104,6042
534680,10877
126480,5026
87307,6616
172163,9793
706327,6020
345195,9634
473677,0
385298,4952
178812,10823
381115,4653
59536,2084
642036,3985
508966,4397
556531,3562
586961,9432
632344,0
468255,4883
612293,0
267972,4891
441168,9176
53164,4868
510633,3368
9050,9868
709897,6911
634207,5677
244298,7432
392231,6591
572217,8581
583096,6843
343007,15893
252033,8942
11351,0
327123,1553
479195,0
389051,8518
24972,3133
667639,4571
615652,0
226285,6400
442559,0
199812,4317
255321,9000
87531,0
268869,7013
516095,7067
508243,0
673223,7882
698463,4246
408093,3940
190301,3998
484818,7587
12124,13725
673492,6393
280178,3062
380648,3740
24499,3165
31701,5380
706245,5000
126312,7752
604661,5418
347038,7818
237037,0
573792,7193
30752,0
448417,0
231220,7079
272901,3350
465252,5745
229309,4753
509675,0
339279,5562
138324,4688
280240,0
642252,4902
330069,4826
123259,7710
582497,10708
483976,7769
665218,6730
465028,8409
313200,5946
613684,7191
613634,7277
379601,6065
664242,7356
183566,7984
315950,5903
116507,9834
155712,2467
81798,7575
353052,8034
3749,13513
17226,4229
94492,6844
604948,5245
34693,9966
72662,4694
362352,5790
687127,4230
393827,3111
657576,10616
114552,9166
453825,7589
563120,8496
573740,0
188129,7836
260289,7395
510959,4347
148931,6627
343608,10246
25740,2814
542142,9422
477457,0
582331,4608
359244,7177
496789,4393
231880,11540
82912,0
52213,4566
421652,4086
8114,4503
177297,12839
583000,14623
466213,5528
102175,8332
501719,4927
689195,6844
365471,5546
302859,9050
331609,3692
582724,4674
98153,0
523845,4840
227446,0
692390,6878
703866,6493
484082,3985
192198,6064
77404,3397
300936,10959
183957,7710
43911,7478
390198,9753
448993,0
392523,4792
233770,0
26187,10207
603252,7476
386277,4449
423938,8774
343067,4126
106520,6893
511798,6976
50117,12388
499993,3400
308237,5367
599039,8317
482924,0
185222,7802
128630,4336
612221,5342
70255,0
607568,11373
177013,10690
544637,0
55939,5435
20331,0
580332,0
201405,10321
47395,3783
267567,18062
657385,4294
547654,4449
503827,4818
411887,9809
185774,6497
249235,9852
451122,7056
245241,4568
631769,4264
116815,11315
358268,4724
415251,14088
5211,8758
168695,5021
471729,6104
271447,9262
650024,4937
417755,3797
118121,9857
623590,7538
478414,4054
6331,0
24038,0
553113,14720
557898,6632
243121,5941
282134,4455
276270,0
575610,5205
96085,4265
463796,5914
663198,13874
655492,8100
227822,8321
640192,7182
693297,0
306470,7438
682528,2608
549648,4827
303439,7506
579705,7279
384525,18450
300298,3441
541019,4767
237212,6754
6290,0
631481,12339
21901,7794
526371,0
597748,8625
29493,7077
259470,4444
495491,9333
211933,3914
197671,5897
392079,10878
633564,4269
627760,3779
609067,5400
294079,0
706632,4135
679786,9476
99945,6090
192319,3074
277586,0
609207,0
312556,14082
322802,5639
302438,3548
104651,0
381722,4752
666432,11024
322155,5789
636883,5166
159386,4137
679058,4516
230130,6700
91584,6749
177613,6701
374868,5512
444479,5819
293334,5003
440661,3355
282586,5588
627038,3303
601180,5014
433706,0
614196,7023
151508,0
434509,0
490418,3116
512757,8961
170626,3784
546687,5768
249554,10012
531868,9947
356023,2621
628565,7761
135514,0
195186,0
286010,5281
520858,3190
24719,4598
396513,8241
307494,6479
6299,0
521481,7061
186005,4662
623342,7097
232756,4189
28170,0
543695,5868
370698,0
94950,6564
483484,3848
81333,2997
262686,7681
431426,9417
172741,7100
386152,9782
52629,6667
441733,6864
287128,8902
236171,4194
27862,3971
272198,5147
694182,13665
555964,0
406458,0
293761,9351
362995,5678
500626,9501
185361,0
620773,5687
363355,3782
432480,3207
569391,2410
592362,9098
434815,4370
306115,9252
26044,7716
323188,10748
75722,0
677371,8501
114381,7320
184352,7133
659510,4155
668779,0
435085,5138
449559,9618
349653,17959
364237,9194
155894,7311
437739,8782
409681,4620
168949,4404
175303,4319
157170,5908
616310,0
518267,7088
370877,4552
307218,9716
591771,8758
612054,5789
61025,6562
14878,6197
335473,5859
687634,4219
510137,5498
654639,5628
100798,13487
663561,10208
499727,0
513156,4871
53690,6656
588506,8340
330216,3701
351337,5064
299439,0
121388,0
517530,4435
526823,0
179739,0
133713,4226
482553,5148
88303,2615
611562,4296
113041,7223
597103,6099
475926,3449
669305,6163
627667,6443
453771,3636
14347,7691
148557,6966
46038,6591
477258,6111
98978,0
589713,8169
410967,5503
474273,10704
468434,14793
483369,8724
387502,9007
689357,4738
286502,9110
78403,6358
601558,5367
79331,6210
479121,9121
234110,2389
191094,4449
658009,6666
594301,5455
86856,7427
43886,6209
561433,11655
9784,6070
464953,9585
21990,4375
160496,7766
133663,7360
609852,11059
356798,0
420084,9989
56955,10070
79036,5282
544661,11532
389930,4901
451863,4098
276776,4556
567566,5870
703438,3947
257446,7533
6448,8965
328740,6235
70231,0
486754,3600
200486,6352
146412,4299
421544,7920
463614,11066
575543,0
114819,4837
96176,7186
505933,3543
476693,0
148617,0
52632,7363
425661,3431
39731,0
644199,14740
597370,8263
648066,5092
49333,5525
212837,7816
427044,12258
73614,10457
204109,9127
543642,3802
461530,12412
146,5942
200728,4362
299193,6814
652423,4469
246338,8786
271210,0
609942,0
642357,5102
340312,9192
337836,10913
263265,0
140898,4140
15721,5369
100304,0
295336,6702
372017,5423
562583,12614
638815,6892
668600,0
401360,6110
574243,2350
670860,9038
198505,5041
303436,15830
644704,5736
258152,13179
268808,7047
675692,0
461809,11318
529141,7302
32107,0
588267,5130
311505,0
449174,4050
53924,11275
711060,8340
432395,6683
676606,13963
597420,7089
270085,4124
473032,4650
36891,6751
402537,7438
419588,6169
574611,0
87796,0
417563,5062
320658,0
653154,11261
609177,11182
679860,4741
342057,6317
278568,3771
45009,7141
281255,7011
429372,8213
492776,4753
589399,2437
468057,8375
402224,6391
445141,7663
488014,0
233662,6189
572887,13757
38527,6505
391910,9369
86527,0
283664,9517
197214,5396
357587,5235
431538,7546
688086,0
223885,4201
86090,0
664583,2883
379186,0
690933,3791
657201,9292
475861,3391
523896,6230
190582,5773
41008,0
244674,5130
58053,0
163963,4684
474544,10708
385117,6311
210303,0
295487,4196
394431,6773
45134,4559
203648,5739
171677,7155
289035,7637
680845,4487
535196,6219
53533,5973
684361,2858
510519,5219
569472,8133
183946,0
104462,9734
470529,4870
180501,7748
687858,6573
183344,5903
617249,6089
105087,4761
553756,7570
610158,10442
23709,11417
127780,4137
475401,18853
7573,6530
625327,3614
610133,11593
541428,12581
197446,9519
521371,7678
135855,7793
292744,0
50693,5679
142763,14215
590958,3535
317679,6336
176212,0
686915,3257
271756,7065
286725,7204
308019,11007
700394,7362
102454,6681
702458,8066
30880,6042
659203,7504
420307,0
556104,6416
57091,0
489512,8271
380044,6848
277343,5128
324766,6632
426690,4868
501799,0
575190,7336
140290,4336
158013,3616
126199,10470
248679,0
1409,10099
327834,5428
256428,9774
346008,14006
230212,6098
7670,0
429263,6178
652579,4961
401528,7173
599691,11899
573858,5025
389139,4695
257892,15791
214497,7336
191953,6557
398941,6383
539920,2834
414979,11495
421564,0
389559,0
407572,3648
655608,8125
709864,5546
296067,9131
347364,7645
666275,7557
697595,0
201104,4451
454204,3134
89931,6343
383513,0
578382,4713
137475,3088
620353,6986
128572,4998
447807,4766
233052,0
115471,0
442376,5858
470361,4331
570341,7387
93538,0
515593,0
349076,5362
420109,3811
68602,4391
650399,11448
624931,9343
390067,0
659705,8929
211523,8693
607796,4070
344622,5858
56384,8182
586339,6885
201530,0
344474,6698
462881,0
332762,0
348079,8138
219754,6766
687169,5523
528782,2280
84608,0
563488,0
52969,8568
259977,2972
308065,4895
586262,9544
344680,10523
530063,5239
63188,5159
138929,0
434485,6605
105196,0
612863,5745
540583,7282
474600,6347
71817,5493
243815,6580
479298,0
586300,6236
369110,3359
476799,0
547327,5180
530757,10232
187068,0
169510,6289
206853,0
160074,9740
656848,6067
479674,7411
417596,0
701636,6077
357427,5725
450520,8498
187850,6131
268731,0
666342,3906
293182,4318
238526,7223
103405,0
286349,4419
710676,4652
565607,7561
93997,7097
490240,10271
146071,0
124927,10444
646660,4254
544934,4769
703292,4593
111530,8123
129932,3786
676474,7618
434542,0
356771,5675
373602,7156
568672,6906
216328,4039
173728,7927
543005,7493
46458,5747
247520,0
270344,7005
423919,6636
527525,9804
389970,5419
648746,6682
540552,9059
289814,0
379971,5563
98371,4331
401457,7337
92219,19054
74553,4560
660519,0
604638,6376
257725,8288
144965,13201
43672,7614
161879,2574
614146,7525
422315,4309
145224,8964
577492,3333
195031,9304
254414,6063
330307,4288
631992,9266
235867,5509
263170,7998
63226,4249
660287,5817
361531,5069
7634,8513
628363,8968
189293,7514
224750,0
58377,9207
96815,6182
285075,4007
481847,6596
565101,0
166818,3754
140893,5164
202980,11202
490777,7452
297739,10770
640295,0
379230,2894
56898,3469
19838,0
125862,8730
178304,0
435581,6087
118852,4791
318844,4776
176502,8285
387757,0
584834,4192
200352,5127
673255,0
265060,14008
231481,6592
96630,7700
630113,13545
137830,6085
215925,4720
706377,6075
556825,10449
348822,7908
397067,4579
636010,8585
265870,9195
441839,8575
442889,0
682697,0
647962,8705
597356,8064
255011,0
563692,0
62613,18516
487743,5583
333775,3730
476949,7125
511702,2468
58708,10847
548988,4860
682483,5722
614764,6692
616360,13651
560435,8689
341307,0
152617,6186
479161,6401
105684,9878
459280,2315
121067,19160
100924,0
509010,6746
180182,7675
162095,7681
156701,0
199093,6443
538545,10659
323666,0
161789,8716
398402,0
709757,3826
257081,9706
200918,10674
665472,0
356956,11666
122183,7312
72783,6632
638341,9436
217649,5374
602977,2617
301137,4467
265908,8374
123072,15981
341825,9567
576767,3369
286150,0
231696,3280
130905,12435
561048,7929
409885,8318
514758,3572
311377,7574
622174,3484
109322,0
448636,6528
219044,0
57482,9086
452032,0
634469,5671
209223,4213
248654,7268
71518,7813
39299,4049
157943,0
456761,8584
599041,10923
178726,5093
623315,4746
246436,7718
239172,6964
686777,7676
535784,0
339976,4467
254434,5543
220456,6279
227650,7797
366449,7516
351496,6350
388319,6972
465392,3443
250460,3761
174239,6251
107240,5096
47111,4930
658340,0
257466,4514
203674,5867
2881,6656
141487,11496
426599,0
298362,6267
556263,3773
361659,6976
86535,5450
342560,5837
299152,5806
348573,4146
131403,7781
664803,0
521009,5464
57926,6265
298829,5741
95476,4635
199251,5701
553703,5816
149969,3581
277582,0
705225,7887
116379,7351
331780,11370
671569,4072
261126,11297
119003,3573
516520,11607
325632,0
216441,4746
504219,6154
516432,0
275582,3494
675377,6644
389044,5421
166276,6830
91817,4461
310960,10643
553036,6272
161982,8706
361392,7590
79923,0
634108,0
327533,7274
257606,3339
579585,0
508360,6052
206475,7062
345124,9730
420950,3813
454855,2615
610305,0
627156,7624
248738,9816
70721,4812
405297,5719
52535,0
132564,0
41647,14386
578837,9614
359971,0
409269,8066
677115,9225
465722,3247
320145,9692
352719,5749
455570,14608
479309,0
190900,7943
54102,4311
481469,14194
443251,13639
326179,0
228305,3770
479113,0
426530,0
427649,4182
71653,14747
630262,7251
426305,5648
240318,9840
30180,5148
242766,0
281393,11563
146447,0
375090,6971
371265,0
452444,6611
418053,5601
342207,6067
123680,6658
8838,9866
435791,0
644862,6975
564939,7753
477377,11239
306390,3827
542438,5033
598099,4882
670243,5363
638971,5374
81606,9267
74559,10024
44781,6491
167395,0
373856,11551
655200,4497
440742,0
189407,0
131332,4961
78826,6258
511903,4328
668965,5627
373306,13722
189586,8433
541112,5902
664374,18489
290956,3847
240445,13600
219418,18175
340603,0
172737,5320
494089,6622
61048,6999
453667,7144
355154,5803
353568,4595
564140,7033
138680,3260
705140,14923
437962,3323
154219,4568
22142,10555
414528,5439
232051,5968
609326,11784
573690,8178
254378,7520
607562,5951
637910,3507
608307,4800
65740,4533
428198,6073
217783,4657
435692,16259
23333,4451
163041,6817
156872,0
531299,11723
245695,5880
694013,6834
592243,0
475737,4403
80377,8101
106288,5166
385429,8164
360524,6666
220642,6494
495437,15003
134308,3661
20686,6700
118832,4735
430313,9577
526806,8225
138502,4705
655841,4127
214400,14325
433160,7100
172373,5910
363700,4952
382993,7534
685712,1161
414684,9868
628422,9255
120464,3674
130979,5575
434399,4112
493723,9379
320434,7781
420911,0
36036,3718
348577,3703
359396,5472
213862,8572
392326,6683
283575,4283
380856,5689
371280,8595
289576,3888
53274,0
515996,8932
631621,6774
519536,3568
621338,5524
43036,5405
684470,5657
345507,9332
399273,9867
32319,0
147554,4745
357708,9249
417387,0
138693,3961
344244,9006
598739,4898
563906,5584
512740,4878
478115,5352
623016,4936
273016,3983
196532,4318
353106,9049
666991,6559
311072,7162
428921,6926
48923,5701
633059,0
367930,11965
116330,8959
34180,4711
35980,8068
363702,7345
156049,6026
690332,0
582142,0
252400,0
233289,5772
685964,6481
248184,13466
45110,6543
246480,6824
486923,4925
472711,10069
45048,0
597624,7103
523469,0
334136,5313
545953,5189
656815,6598
380450,3229
207218,17973
619381,4705
666229,6586
643227,3742
378619,0
189557,7791
293540,8123
88362,5167
65619,11032
639905,0
228252,7825
403993,8334
540497,0
684545,7622
34807,3901
15044,0
429906,2555
123974,3925
669563,8240
504507,10012
447335,10930
269304,9070
184437,0
52755,8086
372401,5279
524382,3877
391130,10312
78622,4659
439582,6648
177893,0
80548,5402
443035,0
216952,11127
556399,4178
427746,0
375428,8252
251027,2936
77999,4976
404502,0
20533,5833
76950,5483
125045,13435
191520,9654
463760,4616
28839,5863
583686,5685
567980,6911
533273,0
366179,5572
492447,7149
517383,0
428585,8433
559133,6336
324306,0
360659,3312
439913,0
218487,0
28527,4892
565205,10129
428027,4284
294057,3186
116890,3359
68074,2510
479906,0
655512,9137
258393,6886
659908,0
386853,12252
422402,0
67026,7316
618098,0
411261,7581
473448,7583
405592,6964
465766,1919
496038,7996
625436,4392
396179,8611
